Organism,Year,Antibiotic,Antibiotic_Class,Resistant,Susceptible,Intermediate,Total_Tested,Resistance_Rate_%,Sufficient_Data
Pseudomonas aeruginosa,2015,Piperacillin tazobactam,Penicillins,58,329,23,410,14.15,YES
Pseudomonas aeruginosa,2015,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2015,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2016,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2016,Meropenem,Carbapenems,66,296,19,381,17.32,YES
Pseudomonas aeruginosa,2016,Levofloxacin,Fluoroquinolones,78,282,21,381,20.47,YES
Pseudomonas aeruginosa,2016,Amikacin,Aminoglycosides,9,366,6,381,2.36,YES
Pseudomonas aeruginosa,2016,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2016,Colistin,Polymyxins,1,0,146,147,0.68,YES
Pseudomonas aeruginosa,2016,Piperacillin tazobactam,Penicillins,49,308,24,381,12.86,YES
Pseudomonas aeruginosa,2016,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2016,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2017,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2017,Meropenem,Carbapenems,62,276,18,356,17.42,YES
Pseudomonas aeruginosa,2017,Levofloxacin,Fluoroquinolones,78,249,29,356,21.91,YES
Pseudomonas aeruginosa,2017,Amikacin,Aminoglycosides,21,330,5,356,5.9,YES
Pseudomonas aeruginosa,2017,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2017,Colistin,Polymyxins,3,0,188,191,1.57,YES
Pseudomonas aeruginosa,2017,Piperacillin tazobactam,Penicillins,55,285,16,356,15.45,YES
Pseudomonas aeruginosa,2017,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2018,Meropenem,Carbapenems,95,360,21,476,19.96,YES
Pseudomonas aeruginosa,2018,Levofloxacin,Fluoroquinolones,101,337,38,476,21.22,YES
Pseudomonas aeruginosa,2018,Amikacin,Aminoglycosides,38,427,11,476,7.98,YES
Pseudomonas aeruginosa,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2018,Colistin,Polymyxins,7,0,469,476,1.47,YES
Pseudomonas aeruginosa,2018,Piperacillin tazobactam,Penicillins,78,370,28,476,16.39,YES
Pseudomonas aeruginosa,2018,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2018,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2019,Meropenem,Carbapenems,123,587,35,745,16.51,YES
Pseudomonas aeruginosa,2019,Levofloxacin,Fluoroquinolones,126,543,76,745,16.91,YES
Pseudomonas aeruginosa,2019,Amikacin,Aminoglycosides,34,696,15,745,4.56,YES
Pseudomonas aeruginosa,2019,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2019,Colistin,Polymyxins,4,0,741,745,0.54,YES
Pseudomonas aeruginosa,2019,Piperacillin tazobactam,Penicillins,152,560,33,745,20.4,YES
Pseudomonas aeruginosa,2019,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2019,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2019,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2020,Meropenem,Carbapenems,130,666,47,843,15.42,YES
Pseudomonas aeruginosa,2020,Levofloxacin,Fluoroquinolones,163,622,58,843,19.34,YES
Pseudomonas aeruginosa,2020,Amikacin,Aminoglycosides,55,776,12,843,6.52,YES
Pseudomonas aeruginosa,2020,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2020,Colistin,Polymyxins,2,0,841,843,0.24,YES
Pseudomonas aeruginosa,2020,Piperacillin tazobactam,Penicillins,128,669,46,843,15.18,YES
Pseudomonas aeruginosa,2020,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2020,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2020,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2021,Meropenem,Carbapenems,121,704,46,871,13.89,YES
Pseudomonas aeruginosa,2021,Levofloxacin,Fluoroquinolones,151,658,62,871,17.34,YES
Pseudomonas aeruginosa,2021,Amikacin,Aminoglycosides,58,800,13,871,6.66,YES
Pseudomonas aeruginosa,2021,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2021,Colistin,Polymyxins,2,0,869,871,0.23,YES
Pseudomonas aeruginosa,2021,Piperacillin tazobactam,Penicillins,145,673,53,871,16.65,YES
Pseudomonas aeruginosa,2021,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2021,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2021,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2022,Meropenem,Carbapenems,130,690,38,858,15.15,YES
Pseudomonas aeruginosa,2022,Levofloxacin,Fluoroquinolones,127,672,58,857,14.82,YES
Pseudomonas aeruginosa,2022,Amikacin,Aminoglycosides,55,791,12,858,6.41,YES
Pseudomonas aeruginosa,2022,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2022,Colistin,Polymyxins,1,0,857,858,0.12,YES
Pseudomonas aeruginosa,2022,Piperacillin tazobactam,Penicillins,148,670,40,858,17.25,YES
Pseudomonas aeruginosa,2022,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2022,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2022,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2023,Meropenem,Carbapenems,89,419,20,528,16.86,YES
Pseudomonas aeruginosa,2023,Levofloxacin,Fluoroquinolones,97,406,25,528,18.37,YES
Pseudomonas aeruginosa,2023,Amikacin,Aminoglycosides,47,471,10,528,8.9,YES
Pseudomonas aeruginosa,2023,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2023,Colistin,Polymyxins,3,0,525,528,0.57,YES
Pseudomonas aeruginosa,2023,Piperacillin tazobactam,Penicillins,89,415,24,528,16.86,YES
Pseudomonas aeruginosa,2023,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2023,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2023,Linezolid,Oxazolidinones,0,0,0,0,,NO
Pseudomonas aeruginosa,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Pseudomonas aeruginosa,2024,Meropenem,Carbapenems,66,469,31,566,11.66,YES
Pseudomonas aeruginosa,2024,Levofloxacin,Fluoroquinolones,83,445,38,566,14.66,YES
Pseudomonas aeruginosa,2024,Amikacin,Aminoglycosides,29,528,9,566,5.12,YES
Pseudomonas aeruginosa,2024,Vancomycin,Glycopeptides,0,0,0,0,,NO
Pseudomonas aeruginosa,2024,Colistin,Polymyxins,3,0,563,566,0.53,YES
Pseudomonas aeruginosa,2024,Piperacillin tazobactam,Penicillins,78,459,29,566,13.78,YES
Pseudomonas aeruginosa,2024,Tigecycline,Tetracyclines,0,0,0,0,,NO
Pseudomonas aeruginosa,2024,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Pseudomonas aeruginosa,2024,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2004,Ceftriaxone,Cephalosporins,71,150,8,229,31.0,YES
Enterobacter cloacae,2004,Meropenem,Carbapenems,0,9,0,9,,NO
Enterobacter cloacae,2004,Levofloxacin,Fluoroquinolones,24,199,6,229,10.48,YES
Enterobacter cloacae,2004,Amikacin,Aminoglycosides,6,213,10,229,2.62,YES
Enterobacter cloacae,2004,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2004,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2004,Piperacillin tazobactam,Penicillins,45,178,6,229,19.65,YES
Enterobacter cloacae,2004,Tigecycline,Tetracyclines,2,222,5,229,0.87,YES
Enterobacter cloacae,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2004,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2005,Ceftriaxone,Cephalosporins,113,145,3,261,43.3,YES
Enterobacter cloacae,2005,Meropenem,Carbapenems,0,4,0,4,,NO
Enterobacter cloacae,2005,Levofloxacin,Fluoroquinolones,37,219,5,261,14.18,YES
Enterobacter cloacae,2005,Amikacin,Aminoglycosides,10,244,7,261,3.83,YES
Enterobacter cloacae,2005,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2005,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2005,Piperacillin tazobactam,Penicillins,74,177,10,261,28.35,YES
Enterobacter cloacae,2005,Tigecycline,Tetracyclines,11,242,8,261,4.21,YES
Enterobacter cloacae,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2005,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2006,Ceftriaxone,Cephalosporins,110,187,4,301,36.54,YES
Enterobacter cloacae,2006,Meropenem,Carbapenems,2,124,2,128,1.56,YES
Enterobacter cloacae,2006,Levofloxacin,Fluoroquinolones,44,246,11,301,14.62,YES
Enterobacter cloacae,2006,Amikacin,Aminoglycosides,16,273,12,301,5.32,YES
Enterobacter cloacae,2006,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2006,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2006,Piperacillin tazobactam,Penicillins,72,218,11,301,23.92,YES
Enterobacter cloacae,2006,Tigecycline,Tetracyclines,4,286,11,301,1.33,YES
Enterobacter cloacae,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2006,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2007,Ceftriaxone,Cephalosporins,165,283,9,457,36.11,YES
Enterobacter cloacae,2007,Meropenem,Carbapenems,7,435,2,444,1.58,YES
Enterobacter cloacae,2007,Levofloxacin,Fluoroquinolones,72,370,15,457,15.75,YES
Enterobacter cloacae,2007,Amikacin,Aminoglycosides,24,424,9,457,5.25,YES
Enterobacter cloacae,2007,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2007,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2007,Piperacillin tazobactam,Penicillins,125,315,17,457,27.35,YES
Enterobacter cloacae,2007,Tigecycline,Tetracyclines,3,443,11,457,0.66,YES
Enterobacter cloacae,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2007,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2008,Ceftriaxone,Cephalosporins,160,242,13,415,38.55,YES
Enterobacter cloacae,2008,Meropenem,Carbapenems,20,392,3,415,4.82,YES
Enterobacter cloacae,2008,Levofloxacin,Fluoroquinolones,61,339,15,415,14.7,YES
Enterobacter cloacae,2008,Amikacin,Aminoglycosides,33,365,17,415,7.95,YES
Enterobacter cloacae,2008,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2008,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2008,Piperacillin tazobactam,Penicillins,113,280,22,415,27.23,YES
Enterobacter cloacae,2008,Tigecycline,Tetracyclines,1,404,10,415,0.24,YES
Enterobacter cloacae,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2008,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2009,Ceftriaxone,Cephalosporins,201,267,9,477,42.14,YES
Enterobacter cloacae,2009,Meropenem,Carbapenems,11,462,4,477,2.31,YES
Enterobacter cloacae,2009,Levofloxacin,Fluoroquinolones,81,379,17,477,16.98,YES
Enterobacter cloacae,2009,Amikacin,Aminoglycosides,39,421,17,477,8.18,YES
Enterobacter cloacae,2009,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2009,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2009,Piperacillin tazobactam,Penicillins,147,307,23,477,30.82,YES
Enterobacter cloacae,2009,Tigecycline,Tetracyclines,1,456,20,477,0.21,YES
Enterobacter cloacae,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2009,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2010,Ceftriaxone,Cephalosporins,148,194,11,353,41.93,YES
Enterobacter cloacae,2010,Meropenem,Carbapenems,1,349,3,353,0.28,YES
Enterobacter cloacae,2010,Levofloxacin,Fluoroquinolones,58,278,17,353,16.43,YES
Enterobacter cloacae,2010,Amikacin,Aminoglycosides,15,316,22,353,4.25,YES
Enterobacter cloacae,2010,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2010,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2010,Piperacillin tazobactam,Penicillins,105,230,18,353,29.75,YES
Enterobacter cloacae,2010,Tigecycline,Tetracyclines,0,342,11,353,0.0,YES
Enterobacter cloacae,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2010,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2011,Ceftriaxone,Cephalosporins,96,168,11,275,34.91,YES
Enterobacter cloacae,2011,Meropenem,Carbapenems,11,264,0,275,4.0,YES
Enterobacter cloacae,2011,Levofloxacin,Fluoroquinolones,45,215,15,275,16.36,YES
Enterobacter cloacae,2011,Amikacin,Aminoglycosides,9,252,14,275,3.27,YES
Enterobacter cloacae,2011,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2011,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2011,Piperacillin tazobactam,Penicillins,60,200,15,275,21.82,YES
Enterobacter cloacae,2011,Tigecycline,Tetracyclines,4,260,11,275,1.45,YES
Enterobacter cloacae,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2011,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2012,Ceftriaxone,Cephalosporins,79,130,3,212,37.26,YES
Enterobacter cloacae,2012,Meropenem,Carbapenems,0,212,0,212,0.0,YES
Enterobacter cloacae,2012,Levofloxacin,Fluoroquinolones,37,170,5,212,17.45,YES
Enterobacter cloacae,2012,Amikacin,Aminoglycosides,3,201,8,212,1.42,YES
Enterobacter cloacae,2012,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2012,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2012,Piperacillin tazobactam,Penicillins,48,159,5,212,22.64,YES
Enterobacter cloacae,2012,Tigecycline,Tetracyclines,1,206,5,212,0.47,YES
Enterobacter cloacae,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2012,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2013,Ceftriaxone,Cephalosporins,91,164,7,262,34.73,YES
Enterobacter cloacae,2013,Meropenem,Carbapenems,4,257,1,262,1.53,YES
Enterobacter cloacae,2013,Levofloxacin,Fluoroquinolones,26,229,7,262,9.92,YES
Enterobacter cloacae,2013,Amikacin,Aminoglycosides,4,255,3,262,1.53,YES
Enterobacter cloacae,2013,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2013,Colistin,Polymyxins,0,0,0,0,,NO
Enterobacter cloacae,2013,Piperacillin tazobactam,Penicillins,56,189,17,262,21.37,YES
Enterobacter cloacae,2013,Tigecycline,Tetracyclines,3,251,8,262,1.15,YES
Enterobacter cloacae,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2013,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2014,Ceftriaxone,Cephalosporins,70,128,5,203,34.48,YES
Enterobacter cloacae,2014,Meropenem,Carbapenems,4,254,1,259,1.54,YES
Enterobacter cloacae,2014,Levofloxacin,Fluoroquinolones,39,211,9,259,15.06,YES
Enterobacter cloacae,2014,Amikacin,Aminoglycosides,6,245,8,259,2.32,YES
Enterobacter cloacae,2014,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2014,Colistin,Polymyxins,3,0,53,56,5.36,YES
Enterobacter cloacae,2014,Piperacillin tazobactam,Penicillins,57,186,16,259,22.01,YES
Enterobacter cloacae,2014,Tigecycline,Tetracyclines,0,252,7,259,0.0,YES
Enterobacter cloacae,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2014,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2015,Ceftriaxone,Cephalosporins,77,147,2,226,34.07,YES
Enterobacter cloacae,2015,Meropenem,Carbapenems,7,263,2,272,2.57,YES
Enterobacter cloacae,2015,Levofloxacin,Fluoroquinolones,27,233,12,272,9.93,YES
Enterobacter cloacae,2015,Amikacin,Aminoglycosides,8,258,6,272,2.94,YES
Enterobacter cloacae,2015,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2015,Colistin,Polymyxins,2,0,46,48,4.17,YES
Enterobacter cloacae,2015,Piperacillin tazobactam,Penicillins,58,204,10,272,21.32,YES
Enterobacter cloacae,2015,Tigecycline,Tetracyclines,1,260,11,272,0.37,YES
Enterobacter cloacae,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2015,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2016,Ceftriaxone,Cephalosporins,118,167,5,290,40.69,YES
Enterobacter cloacae,2016,Meropenem,Carbapenems,7,278,5,290,2.41,YES
Enterobacter cloacae,2016,Levofloxacin,Fluoroquinolones,35,245,10,290,12.07,YES
Enterobacter cloacae,2016,Amikacin,Aminoglycosides,12,273,5,290,4.14,YES
Enterobacter cloacae,2016,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2016,Colistin,Polymyxins,2,0,63,65,3.08,YES
Enterobacter cloacae,2016,Piperacillin tazobactam,Penicillins,72,211,7,290,24.83,YES
Enterobacter cloacae,2016,Tigecycline,Tetracyclines,2,280,8,290,0.69,YES
Enterobacter cloacae,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2016,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2017,Ceftriaxone,Cephalosporins,89,131,2,222,40.09,YES
Enterobacter cloacae,2017,Meropenem,Carbapenems,8,212,2,222,3.6,YES
Enterobacter cloacae,2017,Levofloxacin,Fluoroquinolones,31,181,10,222,13.96,YES
Enterobacter cloacae,2017,Amikacin,Aminoglycosides,12,201,9,222,5.41,YES
Enterobacter cloacae,2017,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2017,Colistin,Polymyxins,5,0,54,59,8.47,YES
Enterobacter cloacae,2017,Piperacillin tazobactam,Penicillins,59,156,7,222,26.58,YES
Enterobacter cloacae,2017,Tigecycline,Tetracyclines,2,217,3,222,0.9,YES
Enterobacter cloacae,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterobacter cloacae,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterobacter cloacae,2018,Meropenem,Carbapenems,19,298,3,320,5.94,YES
Enterobacter cloacae,2018,Levofloxacin,Fluoroquinolones,40,261,19,320,12.5,YES
Enterobacter cloacae,2018,Amikacin,Aminoglycosides,13,296,11,320,4.06,YES
Enterobacter cloacae,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2018,Colistin,Polymyxins,34,0,286,320,10.62,YES
Enterobacter cloacae,2018,Piperacillin tazobactam,Penicillins,86,216,18,320,26.88,YES
Enterobacter cloacae,2018,Tigecycline,Tetracyclines,1,315,4,320,0.31,YES
Enterobacter cloacae,2018,Trimethoprim sulfa,Trimethoprim,81,239,0,320,25.31,YES
Enterobacter cloacae,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterobacter cloacae,2019,Meropenem,Carbapenems,9,207,2,218,4.13,YES
Enterobacter cloacae,2019,Levofloxacin,Fluoroquinolones,30,180,8,218,13.76,YES
Enterobacter cloacae,2019,Amikacin,Aminoglycosides,8,206,4,218,3.67,YES
Enterobacter cloacae,2019,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2019,Colistin,Polymyxins,18,0,200,218,8.26,YES
Enterobacter cloacae,2019,Piperacillin tazobactam,Penicillins,56,145,17,218,25.69,YES
Enterobacter cloacae,2019,Tigecycline,Tetracyclines,0,214,4,218,0.0,YES
Enterobacter cloacae,2019,Trimethoprim sulfa,Trimethoprim,53,165,0,218,24.31,YES
Enterobacter cloacae,2019,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterobacter cloacae,2020,Meropenem,Carbapenems,8,174,0,182,4.4,YES
Enterobacter cloacae,2020,Levofloxacin,Fluoroquinolones,16,158,8,182,8.79,YES
Enterobacter cloacae,2020,Amikacin,Aminoglycosides,6,174,2,182,3.3,YES
Enterobacter cloacae,2020,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2020,Colistin,Polymyxins,20,0,162,182,10.99,YES
Enterobacter cloacae,2020,Piperacillin tazobactam,Penicillins,49,126,7,182,26.92,YES
Enterobacter cloacae,2020,Tigecycline,Tetracyclines,0,178,4,182,0.0,YES
Enterobacter cloacae,2020,Trimethoprim sulfa,Trimethoprim,32,150,0,182,17.58,YES
Enterobacter cloacae,2020,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterobacter cloacae,2021,Meropenem,Carbapenems,3,117,0,120,2.5,YES
Enterobacter cloacae,2021,Levofloxacin,Fluoroquinolones,10,105,5,120,8.33,YES
Enterobacter cloacae,2021,Amikacin,Aminoglycosides,4,114,2,120,3.33,YES
Enterobacter cloacae,2021,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2021,Colistin,Polymyxins,17,0,103,120,14.17,YES
Enterobacter cloacae,2021,Piperacillin tazobactam,Penicillins,23,92,5,120,19.17,YES
Enterobacter cloacae,2021,Tigecycline,Tetracyclines,0,119,1,120,0.0,YES
Enterobacter cloacae,2021,Trimethoprim sulfa,Trimethoprim,22,98,0,120,18.33,YES
Enterobacter cloacae,2021,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterobacter cloacae,2022,Meropenem,Carbapenems,0,57,1,58,0.0,YES
Enterobacter cloacae,2022,Levofloxacin,Fluoroquinolones,6,50,2,58,10.34,YES
Enterobacter cloacae,2022,Amikacin,Aminoglycosides,2,56,0,58,3.45,YES
Enterobacter cloacae,2022,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2022,Colistin,Polymyxins,11,0,47,58,18.97,YES
Enterobacter cloacae,2022,Piperacillin tazobactam,Penicillins,12,45,1,58,20.69,YES
Enterobacter cloacae,2022,Tigecycline,Tetracyclines,1,53,4,58,1.72,YES
Enterobacter cloacae,2022,Trimethoprim sulfa,Trimethoprim,12,46,0,58,20.69,YES
Enterobacter cloacae,2022,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterobacter cloacae,2023,Meropenem,Carbapenems,1,15,0,16,6.25,YES
Enterobacter cloacae,2023,Levofloxacin,Fluoroquinolones,0,15,1,16,0.0,YES
Enterobacter cloacae,2023,Amikacin,Aminoglycosides,1,15,0,16,6.25,YES
Enterobacter cloacae,2023,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2023,Colistin,Polymyxins,13,0,3,16,81.25,YES
Enterobacter cloacae,2023,Piperacillin tazobactam,Penicillins,5,11,0,16,31.25,YES
Enterobacter cloacae,2023,Tigecycline,Tetracyclines,0,16,0,16,0.0,YES
Enterobacter cloacae,2023,Trimethoprim sulfa,Trimethoprim,2,14,0,16,12.5,YES
Enterobacter cloacae,2023,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterobacter cloacae,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterobacter cloacae,2024,Meropenem,Carbapenems,3,25,0,28,10.71,YES
Enterobacter cloacae,2024,Levofloxacin,Fluoroquinolones,3,24,1,28,10.71,YES
Enterobacter cloacae,2024,Amikacin,Aminoglycosides,2,26,0,28,7.14,YES
Enterobacter cloacae,2024,Vancomycin,Glycopeptides,0,0,0,0,,NO
Enterobacter cloacae,2024,Colistin,Polymyxins,19,0,9,28,67.86,YES
Enterobacter cloacae,2024,Piperacillin tazobactam,Penicillins,4,23,1,28,14.29,YES
Enterobacter cloacae,2024,Tigecycline,Tetracyclines,0,28,0,28,0.0,YES
Enterobacter cloacae,2024,Trimethoprim sulfa,Trimethoprim,6,22,0,28,21.43,YES
Enterobacter cloacae,2024,Linezolid,Oxazolidinones,0,0,0,0,,NO
Enterococcus faecium,2004,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2004,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2004,Levofloxacin,Fluoroquinolones,75,11,2,88,85.23,YES
Enterococcus faecium,2004,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2004,Vancomycin,Glycopeptides,51,36,1,88,57.95,YES
Enterococcus faecium,2004,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2004,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2004,Tigecycline,Tetracyclines,0,88,0,88,0.0,YES
Enterococcus faecium,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
