Organism,Country,Year,Total_N,MDR_Count,MDR_Rate_%,Sufficient
Enterococcus faecium,Turkey,2009,5,0,,False
Enterococcus faecium,Turkey,2014,6,6,,False
Enterococcus faecium,Turkey,2018,3,2,,False
Enterococcus faecium,Turkey,2019,4,3,,False
Enterococcus faecium,Turkey,2021,3,2,,False
Enterococcus faecium,Turkey,2022,15,15,100.0,True
Enterococcus faecium,Turkey,2023,4,4,,False
Enterococcus faecium,Turkey,2024,9,5,,False
Enterococcus faecium,Ukraine,2018,5,5,,False
Enterococcus faecium,Ukraine,2019,3,3,,False
Enterococcus faecium,Ukraine,2020,4,3,,False
Enterococcus faecium,Ukraine,2021,4,4,,False
Enterococcus faecium,Ukraine,2022,1,1,,False
Enterococcus faecium,Ukraine,2023,1,1,,False
Enterococcus faecium,Ukraine,2024,1,1,,False
Enterococcus faecium,United Kingdom,2004,3,3,,False
Enterococcus faecium,United Kingdom,2008,1,0,,False
Enterococcus faecium,United Kingdom,2009,3,2,,False
Enterococcus faecium,United Kingdom,2010,1,1,,False
Enterococcus faecium,United Kingdom,2011,5,2,,False
Enterococcus faecium,United Kingdom,2012,1,1,,False
Enterococcus faecium,United Kingdom,2013,7,4,,False
Enterococcus faecium,United Kingdom,2014,7,4,,False
Enterococcus faecium,United Kingdom,2015,2,2,,False
Enterococcus faecium,United Kingdom,2016,1,1,,False
Enterococcus faecium,United Kingdom,2017,9,6,,False
Enterococcus faecium,United Kingdom,2018,2,2,,False
Enterococcus faecium,United Kingdom,2019,3,3,,False
Enterococcus faecium,United Kingdom,2020,4,4,,False
Enterococcus faecium,United Kingdom,2021,8,7,,False
Enterococcus faecium,United Kingdom,2022,3,3,,False
Enterococcus faecium,United Kingdom,2023,9,7,,False
Enterococcus faecium,United Kingdom,2024,13,11,84.62,True
Enterococcus faecium,United States,2004,63,45,71.43,True
Enterococcus faecium,United States,2005,67,42,62.69,True
Enterococcus faecium,United States,2006,58,39,67.24,True
Enterococcus faecium,United States,2007,59,37,62.71,True
Enterococcus faecium,United States,2008,30,24,80.0,True
Enterococcus faecium,United States,2009,33,26,78.79,True
Enterococcus faecium,United States,2010,28,18,64.29,True
Enterococcus faecium,United States,2011,30,23,76.67,True
Enterococcus faecium,United States,2012,28,27,96.43,True
Enterococcus faecium,United States,2013,27,20,74.07,True
Enterococcus faecium,United States,2014,37,29,78.38,True
Enterococcus faecium,United States,2015,12,6,50.0,True
Enterococcus faecium,United States,2016,12,10,83.33,True
Enterococcus faecium,United States,2017,7,4,,False
Enterococcus faecium,United States,2018,15,12,80.0,True
Enterococcus faecium,United States,2019,21,18,85.71,True
Enterococcus faecium,United States,2020,13,13,100.0,True
Enterococcus faecium,United States,2021,19,16,84.21,True
Enterococcus faecium,United States,2022,20,16,80.0,True
Enterococcus faecium,United States,2023,22,19,86.36,True
Enterococcus faecium,United States,2024,14,14,100.0,True
Enterococcus faecium,Venezuela,2008,4,3,,False
Enterococcus faecium,Venezuela,2010,1,0,,False
Enterococcus faecium,Venezuela,2011,1,0,,False
Enterococcus faecium,Venezuela,2014,3,2,,False
Enterococcus faecium,Venezuela,2015,1,1,,False
Enterococcus faecium,Venezuela,2016,1,0,,False
Enterococcus faecium,Venezuela,2018,1,0,,False
Enterococcus faecium,Venezuela,2019,1,1,,False
Enterococcus faecium,Venezuela,2020,1,0,,False
Enterococcus faecium,Venezuela,2021,2,2,,False
Enterococcus faecium,Venezuela,2022,1,1,,False
Enterococcus faecium,Venezuela,2024,2,1,,False
Escherichia coli,Argentina,2004,15,2,13.33,True
Escherichia coli,Argentina,2005,21,2,9.52,True
Escherichia coli,Argentina,2006,17,5,29.41,True
Escherichia coli,Argentina,2007,18,9,50.0,True
Escherichia coli,Argentina,2008,47,16,34.04,True
Escherichia coli,Argentina,2009,29,10,34.48,True
Escherichia coli,Argentina,2010,32,12,37.5,True
Escherichia coli,Argentina,2011,6,4,,False
Escherichia coli,Argentina,2014,6,3,,False
Escherichia coli,Argentina,2015,16,1,6.25,True
Escherichia coli,Argentina,2016,29,7,24.14,True
Escherichia coli,Argentina,2017,29,7,24.14,True
Escherichia coli,Argentina,2018,26,15,57.69,True
Escherichia coli,Argentina,2019,12,9,75.0,True
Escherichia coli,Argentina,2020,19,12,63.16,True
Escherichia coli,Argentina,2021,29,17,58.62,True
Escherichia coli,Argentina,2022,26,11,42.31,True
Escherichia coli,Argentina,2023,15,13,86.67,True
Escherichia coli,Argentina,2024,13,6,46.15,True
Escherichia coli,Australia,2004,14,0,0.0,True
Escherichia coli,Australia,2005,22,0,0.0,True
Escherichia coli,Australia,2006,39,5,12.82,True
Escherichia coli,Australia,2007,37,3,8.11,True
Escherichia coli,Australia,2008,25,2,8.0,True
Escherichia coli,Australia,2009,22,2,9.09,True
Escherichia coli,Australia,2010,19,5,26.32,True
Escherichia coli,Australia,2014,6,2,,False
Escherichia coli,Australia,2015,19,0,0.0,True
Escherichia coli,Australia,2016,24,5,20.83,True
Escherichia coli,Australia,2017,20,6,30.0,True
Escherichia coli,Australia,2018,8,3,,False
Escherichia coli,Australia,2019,15,9,60.0,True
Escherichia coli,Australia,2020,10,4,40.0,True
Escherichia coli,Australia,2021,21,10,47.62,True
Escherichia coli,Australia,2022,28,12,42.86,True
Escherichia coli,Australia,2023,8,3,,False
Escherichia coli,Australia,2024,11,2,18.18,True
Escherichia coli,Austria,2004,1,0,,False
Escherichia coli,Austria,2006,3,0,,False
Escherichia coli,Austria,2008,3,1,,False
Escherichia coli,Austria,2009,3,0,,False
Escherichia coli,Austria,2010,14,5,35.71,True
Escherichia coli,Austria,2011,5,3,,False
Escherichia coli,Austria,2014,11,0,0.0,True
Escherichia coli,Austria,2015,3,1,,False
Escherichia coli,Austria,2016,12,2,16.67,True
Escherichia coli,Austria,2024,9,3,,False
Escherichia coli,Belgium,2004,6,0,,False
Escherichia coli,Belgium,2005,9,0,,False
Escherichia coli,Belgium,2006,11,3,27.27,True
Escherichia coli,Belgium,2007,37,6,16.22,True
Escherichia coli,Belgium,2008,31,8,25.81,True
Escherichia coli,Belgium,2009,37,8,21.62,True
Escherichia coli,Belgium,2010,28,2,7.14,True
Escherichia coli,Belgium,2011,17,2,11.76,True
Escherichia coli,Belgium,2012,16,5,31.25,True
Escherichia coli,Belgium,2013,34,6,17.65,True
Escherichia coli,Belgium,2014,23,5,21.74,True
Escherichia coli,Belgium,2015,44,12,27.27,True
Escherichia coli,Belgium,2016,27,10,37.04,True
Escherichia coli,Belgium,2017,35,15,42.86,True
Escherichia coli,Belgium,2018,38,18,47.37,True
Escherichia coli,Belgium,2019,39,21,53.85,True
Escherichia coli,Belgium,2020,54,26,48.15,True
Escherichia coli,Belgium,2021,43,17,39.53,True
Escherichia coli,Belgium,2022,38,15,39.47,True
Escherichia coli,Belgium,2023,22,12,54.55,True
Escherichia coli,Belgium,2024,32,20,62.5,True
Escherichia coli,Brazil,2004,2,2,,False
Escherichia coli,Brazil,2005,4,1,,False
Escherichia coli,Brazil,2006,4,1,,False
Escherichia coli,Brazil,2007,5,0,,False
Escherichia coli,Brazil,2008,10,2,20.0,True
Escherichia coli,Brazil,2009,31,8,25.81,True
Escherichia coli,Brazil,2010,1,0,,False
Escherichia coli,Brazil,2014,15,7,46.67,True
Escherichia coli,Brazil,2015,22,10,45.45,True
Escherichia coli,Brazil,2016,5,1,,False
Escherichia coli,Brazil,2017,38,14,36.84,True
Escherichia coli,Brazil,2018,21,12,57.14,True
Escherichia coli,Brazil,2019,26,20,76.92,True
Escherichia coli,Brazil,2020,51,36,70.59,True
Escherichia coli,Brazil,2021,26,16,61.54,True
Escherichia coli,Brazil,2022,28,15,53.57,True
Escherichia coli,Brazil,2023,25,16,64.0,True
Escherichia coli,Brazil,2024,44,21,47.73,True
Escherichia coli,Bulgaria,2009,3,0,,False
Escherichia coli,Bulgaria,2010,2,2,,False
Escherichia coli,Bulgaria,2022,6,5,,False
Escherichia coli,Bulgaria,2023,5,3,,False
Escherichia coli,Bulgaria,2024,5,2,,False
Escherichia coli,Cameroon,2020,7,6,,False
Escherichia coli,Cameroon,2021,9,6,,False
Escherichia coli,Cameroon,2022,1,1,,False
Escherichia coli,Cameroon,2023,3,2,,False
Escherichia coli,Cameroon,2024,1,1,,False
Escherichia coli,Canada,2004,22,6,27.27,True
Escherichia coli,Canada,2005,3,1,,False
Escherichia coli,Canada,2006,30,1,3.33,True
Escherichia coli,Canada,2007,54,5,9.26,True
Escherichia coli,Canada,2008,10,0,0.0,True
Escherichia coli,Canada,2009,58,6,10.34,True
Escherichia coli,Canada,2010,30,5,16.67,True
Escherichia coli,Canada,2011,12,0,0.0,True
Escherichia coli,Canada,2012,81,12,14.81,True
Escherichia coli,Canada,2013,42,4,9.52,True
Escherichia coli,Canada,2014,68,14,20.59,True
Escherichia coli,Canada,2015,70,15,21.43,True
Escherichia coli,Canada,2016,64,13,20.31,True
Escherichia coli,Canada,2017,18,2,11.11,True
Escherichia coli,Canada,2018,57,22,38.6,True
Escherichia coli,Canada,2019,64,30,46.88,True
Escherichia coli,Canada,2020,58,25,43.1,True
Escherichia coli,Canada,2021,65,22,33.85,True
Escherichia coli,Canada,2022,81,26,32.1,True
Escherichia coli,Canada,2023,62,25,40.32,True
Escherichia coli,Canada,2024,69,21,30.43,True
Escherichia coli,Chile,2005,10,4,40.0,True
Escherichia coli,Chile,2006,18,7,38.89,True
Escherichia coli,Chile,2007,19,5,26.32,True
Escherichia coli,Chile,2008,12,8,66.67,True
Escherichia coli,Chile,2009,3,2,,False
Escherichia coli,Chile,2014,5,3,,False
Escherichia coli,Chile,2015,18,4,22.22,True
Escherichia coli,Chile,2016,11,5,45.45,True
Escherichia coli,Chile,2017,9,5,,False
Escherichia coli,Chile,2018,11,7,63.64,True
Escherichia coli,Chile,2019,23,13,56.52,True
Escherichia coli,Chile,2020,13,4,30.77,True
Escherichia coli,Chile,2021,6,4,,False
Escherichia coli,Chile,2022,16,5,31.25,True
Escherichia coli,Chile,2023,20,10,50.0,True
Escherichia coli,Chile,2024,17,8,47.06,True
Escherichia coli,China,2004,1,1,,False
Escherichia coli,China,2008,3,3,,False
Escherichia coli,China,2009,9,7,,False
Escherichia coli,China,2010,8,4,,False
Escherichia coli,China,2014,3,3,,False
Escherichia coli,China,2015,43,31,72.09,True
Escherichia coli,China,2016,58,37,63.79,True
Escherichia coli,China,2017,18,12,66.67,True
Escherichia coli,China,2018,85,72,84.71,True
Escherichia coli,China,2019,102,85,83.33,True
Escherichia coli,China,2020,28,26,92.86,True
Escherichia coli,China,2021,56,45,80.36,True
Escherichia coli,China,2022,116,93,80.17,True
Escherichia coli,China,2023,69,55,79.71,True
Escherichia coli,China,2024,89,71,79.78,True
Escherichia coli,Colombia,2006,6,4,,False
Escherichia coli,Colombia,2007,2,0,,False
Escherichia coli,Colombia,2008,30,9,30.0,True
Escherichia coli,Colombia,2009,16,4,25.0,True
Escherichia coli,Colombia,2010,14,5,35.71,True
Escherichia coli,Colombia,2011,12,0,0.0,True
Escherichia coli,Colombia,2012,2,0,,False
Escherichia coli,Colombia,2013,1,1,,False
Escherichia coli,Colombia,2014,6,4,,False
Escherichia coli,Colombia,2015,19,7,36.84,True
Escherichia coli,Colombia,2016,16,9,56.25,True
Escherichia coli,Colombia,2017,25,11,44.0,True
Escherichia coli,Colombia,2018,47,36,76.6,True
Escherichia coli,Colombia,2019,34,28,82.35,True
Escherichia coli,Colombia,2020,28,20,71.43,True
Escherichia coli,Colombia,2021,29,19,65.52,True
Escherichia coli,Colombia,2022,22,17,77.27,True
Escherichia coli,Colombia,2023,22,17,77.27,True
Escherichia coli,Colombia,2024,16,11,68.75,True
Escherichia coli,Costa Rica,2018,8,4,,False
Escherichia coli,Costa Rica,2019,4,4,,False
Escherichia coli,Costa Rica,2020,11,7,63.64,True
Escherichia coli,Costa Rica,2021,20,12,60.0,True
Escherichia coli,Costa Rica,2022,13,8,61.54,True
Escherichia coli,Costa Rica,2023,10,4,40.0,True
Escherichia coli,Costa Rica,2024,4,2,,False
Escherichia coli,Croatia,2006,1,0,,False
Escherichia coli,Croatia,2007,19,4,21.05,True
Escherichia coli,Croatia,2008,27,13,48.15,True
Escherichia coli,Croatia,2009,22,2,9.09,True
Escherichia coli,Croatia,2010,28,4,14.29,True
Escherichia coli,Croatia,2014,12,7,58.33,True
Escherichia coli,Croatia,2015,14,1,7.14,True
Escherichia coli,Croatia,2016,15,3,20.0,True
Escherichia coli,Croatia,2017,15,3,20.0,True
Escherichia coli,Croatia,2018,50,29,58.0,True
Escherichia coli,Croatia,2019,52,20,38.46,True
Escherichia coli,Croatia,2020,63,28,44.44,True
Escherichia coli,Croatia,2021,17,9,52.94,True
Escherichia coli,Croatia,2022,62,22,35.48,True
Escherichia coli,Croatia,2023,38,19,50.0,True
Escherichia coli,Croatia,2024,63,34,53.97,True
Escherichia coli,Czech Republic,2006,4,0,,False
Escherichia coli,Czech Republic,2007,9,0,,False
Escherichia coli,Czech Republic,2008,9,3,,False
Escherichia coli,Czech Republic,2009,8,2,,False
Escherichia coli,Czech Republic,2010,4,0,,False
Escherichia coli,Czech Republic,2011,1,0,,False
Escherichia coli,Czech Republic,2014,7,3,,False
Escherichia coli,Czech Republic,2015,11,4,36.36,True
Escherichia coli,Czech Republic,2016,21,6,28.57,True
Escherichia coli,Czech Republic,2017,59,18,30.51,True
Escherichia coli,Czech Republic,2018,31,14,45.16,True
Escherichia coli,Czech Republic,2019,28,12,42.86,True
Escherichia coli,Czech Republic,2020,29,10,34.48,True
Escherichia coli,Czech Republic,2021,30,6,20.0,True
Escherichia coli,Czech Republic,2022,23,6,26.09,True
Escherichia coli,Czech Republic,2023,25,10,40.0,True
Escherichia coli,Czech Republic,2024,14,7,50.0,True
Escherichia coli,Denmark,2006,34,0,0.0,True
Escherichia coli,Denmark,2007,52,3,5.77,True
Escherichia coli,Denmark,2008,29,1,3.45,True
Escherichia coli,Denmark,2009,9,1,,False
Escherichia coli,Denmark,2010,20,8,40.0,True
Escherichia coli,Denmark,2011,7,1,,False
Escherichia coli,Denmark,2013,8,0,,False
Escherichia coli,Denmark,2014,17,3,17.65,True
Escherichia coli,Denmark,2015,14,2,14.29,True
Escherichia coli,Denmark,2016,26,5,19.23,True
Escherichia coli,Denmark,2017,13,4,30.77,True
Escherichia coli,Denmark,2018,3,2,,False
Escherichia coli,Denmark,2019,12,2,16.67,True
Escherichia coli,Denmark,2020,22,12,54.55,True
Escherichia coli,Denmark,2021,28,10,35.71,True
Escherichia coli,Denmark,2022,38,10,26.32,True
Escherichia coli,Denmark,2023,17,4,23.53,True
Escherichia coli,Denmark,2024,25,8,32.0,True
Escherichia coli,Dominican Republic,2021,2,1,,False
Escherichia coli,Dominican Republic,2022,1,1,,False
Escherichia coli,Egypt,2012,2,2,,False
Escherichia coli,Egypt,2013,2,1,,False
Escherichia coli,El Salvador,2009,2,2,,False
Escherichia coli,Finland,2007,5,0,,False
Escherichia coli,Finland,2013,9,1,,False
Escherichia coli,Finland,2014,13,1,7.69,True
Escherichia coli,France,2004,22,0,0.0,True
Escherichia coli,France,2005,32,3,9.38,True
Escherichia coli,France,2006,32,1,3.12,True
Escherichia coli,France,2007,50,5,10.0,True
Escherichia coli,France,2008,100,10,10.0,True
Escherichia coli,France,2009,91,15,16.48,True
Escherichia coli,France,2010,91,23,25.27,True
Escherichia coli,France,2011,90,12,13.33,True
Escherichia coli,France,2012,60,10,16.67,True
Escherichia coli,France,2013,82,14,17.07,True
Escherichia coli,France,2014,82,14,17.07,True
Escherichia coli,France,2015,102,22,21.57,True
Escherichia coli,France,2016,81,28,34.57,True
Escherichia coli,France,2017,87,9,10.34,True
Escherichia coli,France,2018,79,36,45.57,True
Escherichia coli,France,2019,94,42,44.68,True
Escherichia coli,France,2020,92,37,40.22,True
Escherichia coli,France,2021,90,41,45.56,True
Escherichia coli,France,2022,111,34,30.63,True
Escherichia coli,France,2023,80,36,45.0,True
Escherichia coli,France,2024,60,28,46.67,True
Escherichia coli,Germany,2004,9,1,,False
Escherichia coli,Germany,2005,3,0,,False
Escherichia coli,Germany,2006,17,4,23.53,True
Escherichia coli,Germany,2007,14,4,28.57,True
Escherichia coli,Germany,2008,41,13,31.71,True
Escherichia coli,Germany,2009,48,15,31.25,True
Escherichia coli,Germany,2010,26,9,34.62,True
Escherichia coli,Germany,2011,46,5,10.87,True
Escherichia coli,Germany,2012,21,4,19.05,True
Escherichia coli,Germany,2013,41,8,19.51,True
Escherichia coli,Germany,2014,52,12,23.08,True
Escherichia coli,Germany,2015,47,13,27.66,True
Escherichia coli,Germany,2016,42,18,42.86,True
Escherichia coli,Germany,2017,49,5,10.2,True
Escherichia coli,Germany,2018,22,11,50.0,True
Escherichia coli,Germany,2019,19,8,42.11,True
Escherichia coli,Germany,2020,42,26,61.9,True
Escherichia coli,Germany,2021,31,10,32.26,True
Escherichia coli,Germany,2022,43,20,46.51,True
Escherichia coli,Germany,2023,74,29,39.19,True
Escherichia coli,Germany,2024,46,14,30.43,True
Escherichia coli,Ghana,2022,2,1,,False
Escherichia coli,Ghana,2023,1,1,,False
Escherichia coli,Greece,2004,2,0,,False
Escherichia coli,Greece,2005,3,1,,False
Escherichia coli,Greece,2006,19,0,0.0,True
Escherichia coli,Greece,2007,11,1,9.09,True
Escherichia coli,Greece,2008,11,1,9.09,True
Escherichia coli,Greece,2009,15,5,33.33,True
Escherichia coli,Greece,2010,1,0,,False
Escherichia coli,Greece,2014,8,3,,False
Escherichia coli,Greece,2015,10,1,10.0,True
Escherichia coli,Greece,2016,27,4,14.81,True
Escherichia coli,Greece,2017,9,2,,False
Escherichia coli,Greece,2018,9,2,,False
Escherichia coli,Greece,2019,8,1,,False
Escherichia coli,Greece,2020,15,4,26.67,True
Escherichia coli,Greece,2021,7,3,,False
Escherichia coli,Greece,2022,7,3,,False
Escherichia coli,Greece,2023,10,6,60.0,True
Escherichia coli,Greece,2024,15,12,80.0,True
Escherichia coli,Guatemala,2007,6,2,,False
Escherichia coli,Guatemala,2008,2,1,,False
Escherichia coli,Guatemala,2009,3,2,,False
Escherichia coli,Guatemala,2010,1,1,,False
Escherichia coli,Guatemala,2018,2,2,,False
Escherichia coli,Guatemala,2019,1,1,,False
Escherichia coli,Guatemala,2020,2,2,,False
Escherichia coli,Guatemala,2021,2,2,,False
Escherichia coli,Guatemala,2022,3,0,,False
Escherichia coli,Guatemala,2023,3,3,,False
Escherichia coli,Guatemala,2024,2,1,,False
Escherichia coli,Honduras,2006,1,1,,False
Escherichia coli,Honduras,2009,1,0,,False
Escherichia coli,Hong Kong,2005,1,0,,False
Escherichia coli,Hong Kong,2006,13,5,38.46,True
Escherichia coli,Hong Kong,2007,16,3,18.75,True
Escherichia coli,Hong Kong,2010,16,11,68.75,True
Escherichia coli,Hong Kong,2014,2,0,,False
Escherichia coli,Hong Kong,2015,20,7,35.0,True
Escherichia coli,Hong Kong,2016,23,6,26.09,True
Escherichia coli,Hong Kong,2017,21,4,19.05,True
Escherichia coli,Hong Kong,2018,3,3,,False
Escherichia coli,Hong Kong,2019,1,1,,False
Escherichia coli,Hong Kong,2020,4,2,,False
Escherichia coli,Hong Kong,2021,2,1,,False
Escherichia coli,Hungary,2007,2,0,,False
Escherichia coli,Hungary,2008,10,4,40.0,True
Escherichia coli,Hungary,2009,9,3,,False
Escherichia coli,Hungary,2010,7,1,,False
Escherichia coli,Hungary,2014,7,2,,False
Escherichia coli,Hungary,2015,13,6,46.15,True
Escherichia coli,Hungary,2016,12,5,41.67,True
Escherichia coli,Hungary,2017,21,3,14.29,True
Escherichia coli,Hungary,2018,10,4,40.0,True
Escherichia coli,Hungary,2019,10,6,60.0,True
Escherichia coli,Hungary,2020,26,13,50.0,True
Escherichia coli,Hungary,2021,24,10,41.67,True
Escherichia coli,Hungary,2022,24,10,41.67,True
Escherichia coli,Hungary,2023,24,7,29.17,True
Escherichia coli,Hungary,2024,34,19,55.88,True
Escherichia coli,India,2004,2,2,,False
Escherichia coli,India,2006,5,5,,False
Escherichia coli,India,2007,17,16,94.12,True
Escherichia coli,India,2008,12,10,83.33,True
Escherichia coli,India,2009,4,1,,False
Escherichia coli,India,2015,11,6,54.55,True
Escherichia coli,India,2016,12,8,66.67,True
Escherichia coli,India,2018,36,35,97.22,True
Escherichia coli,India,2019,38,34,89.47,True
Escherichia coli,India,2020,56,51,91.07,True
Escherichia coli,India,2021,59,54,91.53,True
Escherichia coli,India,2022,57,46,80.7,True
Escherichia coli,India,2023,73,68,93.15,True
Escherichia coli,India,2024,46,41,89.13,True
Escherichia coli,Ireland,2005,18,1,5.56,True
Escherichia coli,Ireland,2006,7,0,,False
Escherichia coli,Ireland,2007,14,4,28.57,True
Escherichia coli,Ireland,2008,30,7,23.33,True
Escherichia coli,Ireland,2009,10,1,10.0,True
Escherichia coli,Ireland,2010,17,4,23.53,True
Escherichia coli,Ireland,2011,58,8,13.79,True
Escherichia coli,Ireland,2012,45,7,15.56,True
Escherichia coli,Ireland,2013,20,4,20.0,True
Escherichia coli,Ireland,2014,28,0,0.0,True
