Organism,Country,Year,Age_Category,N_Isolates,MDR_Count,XDR_Count,PDR_Count,MDR_Rate_%,XDR_Rate_%,PDR_Rate_%,Income_Group,MDR_Definition
Escherichia coli,United States,2018,Elderly,107,45,5,0,42.06,4.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2019,Elderly,12,9,1,0,75.0,8.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2019,Elderly,15,9,3,0,60.0,20.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2019,Elderly,37,20,4,0,54.05,10.81,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2019,Elderly,26,20,1,0,76.92,3.85,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2019,Elderly,63,30,4,0,47.62,6.35,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Chile,2019,Elderly,20,10,1,0,50.0,5.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2019,Pediatric,12,12,1,0,100.0,8.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2019,Elderly,90,73,23,0,81.11,25.56,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2019,Elderly,32,26,4,0,81.25,12.5,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2019,Elderly,52,20,5,0,38.46,9.62,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2019,Elderly,27,11,1,0,40.74,3.7,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2019,Elderly,12,2,0,0,16.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2019,Pediatric,10,5,0,0,50.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2019,Elderly,84,37,1,0,44.05,1.19,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2019,Elderly,18,8,1,0,44.44,5.56,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2019,Elderly,37,33,14,0,89.19,37.84,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Israel,2019,Elderly,20,9,1,0,45.0,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2019,Elderly,56,33,8,0,58.93,14.29,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Japan,2019,Elderly,15,7,0,0,46.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2019,Elderly,34,23,1,0,67.65,2.94,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Lithuania,2019,Elderly,19,10,1,0,52.63,5.26,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Malaysia,2019,Elderly,12,8,2,0,66.67,16.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2019,Elderly,16,7,0,0,43.75,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Philippines,2019,Elderly,11,7,3,0,63.64,27.27,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Poland,2019,Elderly,12,6,1,0,50.0,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2019,Elderly,24,10,1,0,41.67,4.17,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2019,Elderly,27,11,0,0,40.74,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Russia,2019,Elderly,29,26,3,0,89.66,10.34,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,South Africa,2019,Elderly,22,15,4,0,68.18,18.18,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2019,Elderly,61,31,6,0,50.82,9.84,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2019,Elderly,19,11,3,0,57.89,15.79,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2019,Elderly,10,8,0,0,80.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2019,Elderly,35,29,1,0,82.86,2.86,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2019,Elderly,43,19,0,0,44.19,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2019,Pediatric,15,8,0,0,53.33,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2019,Elderly,150,77,10,0,51.33,6.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2020,Elderly,19,12,2,0,63.16,10.53,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2020,Elderly,10,4,0,0,40.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2020,Elderly,48,24,1,0,50.0,2.08,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2020,Elderly,47,33,8,0,70.21,17.02,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2020,Elderly,55,23,1,0,41.82,1.82,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,China,2020,Elderly,25,23,8,0,92.0,32.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2020,Elderly,23,16,6,0,69.57,26.09,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2020,Elderly,61,28,8,0,45.9,13.11,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2020,Elderly,29,10,2,0,34.48,6.9,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2020,Elderly,21,12,3,0,57.14,14.29,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2020,Elderly,91,37,0,0,40.66,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2020,Elderly,40,24,0,0,60.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Greece,2020,Elderly,15,4,0,0,26.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2020,Elderly,21,10,0,0,47.62,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2020,Elderly,54,49,17,0,90.74,31.48,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2020,Elderly,26,13,1,0,50.0,3.85,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Israel,2020,Elderly,14,8,4,0,57.14,28.57,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2020,Elderly,68,35,10,0,51.47,14.71,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Japan,2020,Elderly,15,7,0,0,46.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2020,Elderly,60,34,1,0,56.67,1.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Latvia,2020,Elderly,10,4,1,0,40.0,10.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Lithuania,2020,Elderly,24,11,4,0,45.83,16.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2020,Pediatric,17,9,2,0,52.94,11.76,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2020,Elderly,12,8,0,0,66.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2020,Elderly,23,5,0,0,21.74,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Poland,2020,Pediatric,15,5,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Poland,2020,Elderly,13,7,2,0,53.85,15.38,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2020,Elderly,38,13,1,0,34.21,2.63,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2020,Elderly,21,15,2,0,71.43,9.52,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,South Africa,2020,Elderly,22,13,4,0,59.09,18.18,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2020,Elderly,79,38,2,0,48.1,2.53,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2020,Elderly,35,8,1,0,22.86,2.86,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2020,Elderly,29,21,7,0,72.41,24.14,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2020,Elderly,27,20,4,0,74.07,14.81,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Turkey,2020,Elderly,11,6,0,0,54.55,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2020,Elderly,55,16,1,0,29.09,1.82,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2020,Pediatric,11,5,0,0,45.45,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2020,Elderly,147,75,10,0,51.02,6.8,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Venezuela,2020,Elderly,13,10,0,0,76.92,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2021,Elderly,27,16,2,0,59.26,7.41,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2021,Elderly,20,10,1,0,50.0,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2021,Elderly,40,17,1,0,42.5,2.5,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2021,Elderly,23,14,6,0,60.87,26.09,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2021,Elderly,64,22,1,0,34.38,1.56,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,China,2021,Pediatric,10,6,2,0,60.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2021,Elderly,46,39,12,0,84.78,26.09,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2021,Elderly,23,17,2,0,73.91,8.7,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Costa Rica,2021,Elderly,19,11,1,0,57.89,5.26,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2021,Elderly,16,9,0,0,56.25,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2021,Elderly,30,6,1,0,20.0,3.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2021,Elderly,26,9,0,0,34.62,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2021,Elderly,88,40,0,0,45.45,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2021,Elderly,31,10,3,0,32.26,9.68,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2021,Elderly,22,8,1,0,36.36,4.55,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2021,Elderly,58,53,17,0,91.38,29.31,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Israel,2021,Elderly,16,10,2,0,62.5,12.5,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2021,Elderly,66,30,8,0,45.45,12.12,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Japan,2021,Elderly,15,6,0,0,40.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2021,Elderly,58,37,8,0,63.79,13.79,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Kuwait,2021,Elderly,12,8,0,0,66.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Latvia,2021,Elderly,20,9,2,0,45.0,10.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Lithuania,2021,Elderly,26,6,1,0,23.08,3.85,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2021,Pediatric,25,22,5,0,88.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2021,Elderly,16,14,1,0,87.5,6.25,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,New Zealand,2021,Elderly,14,5,0,0,35.71,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Poland,2021,Pediatric,21,9,1,0,42.86,4.76,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2021,Elderly,32,16,3,0,50.0,9.38,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2021,Elderly,15,7,0,0,46.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,South Africa,2021,Elderly,14,7,0,0,50.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2021,Elderly,109,39,2,0,35.78,1.83,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Sweden,2021,Elderly,20,6,0,0,30.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2021,Elderly,17,7,0,0,41.18,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2021,Elderly,58,41,2,0,70.69,3.45,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2021,Elderly,23,21,3,0,91.3,13.04,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Turkey,2021,Elderly,15,12,6,0,80.0,40.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2021,Elderly,61,23,0,0,37.7,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2021,Elderly,160,65,9,0,40.62,5.62,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Venezuela,2021,Elderly,10,9,2,0,90.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2022,Elderly,22,11,1,0,50.0,4.55,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Australia,2022,Elderly,27,12,0,0,44.44,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2022,Elderly,37,15,2,0,40.54,5.41,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2022,Elderly,26,13,3,0,50.0,11.54,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2022,Elderly,77,25,2,0,32.47,2.6,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Chile,2022,Elderly,15,5,0,0,33.33,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2022,Elderly,111,91,23,0,81.98,20.72,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2022,Elderly,20,16,1,0,80.0,5.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Costa Rica,2022,Elderly,13,8,1,0,61.54,7.69,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2022,Elderly,60,20,5,0,33.33,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2022,Elderly,23,6,1,0,26.09,4.35,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2022,Elderly,38,10,1,0,26.32,2.63,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2022,Elderly,108,33,4,0,30.56,3.7,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2022,Elderly,42,19,3,0,45.24,7.14,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2022,Elderly,24,10,1,0,41.67,4.17,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2022,Elderly,56,46,11,0,82.14,19.64,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Israel,2022,Elderly,23,10,3,0,43.48,13.04,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2022,Elderly,90,38,3,0,42.22,3.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Japan,2022,Elderly,16,7,1,0,43.75,6.25,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2022,Elderly,35,24,3,0,68.57,8.57,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Latvia,2022,Elderly,20,6,1,0,30.0,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Lithuania,2022,Elderly,20,10,1,0,50.0,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Malaysia,2022,Elderly,18,8,2,0,44.44,11.11,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2022,Elderly,16,16,6,0,100.0,37.5,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,New Zealand,2022,Elderly,25,9,1,0,36.0,4.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Philippines,2022,Elderly,12,10,0,0,83.33,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2022,Elderly,56,22,2,0,39.29,3.57,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Qatar,2022,Elderly,12,8,1,0,66.67,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2022,Elderly,17,6,2,0,35.29,11.76,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,South Africa,2022,Elderly,20,10,1,0,50.0,5.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2022,Elderly,83,42,7,0,50.6,8.43,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2022,Elderly,49,31,3,0,63.27,6.12,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2022,Elderly,12,9,1,0,75.0,8.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Turkey,2022,Elderly,35,27,5,0,77.14,14.29,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2022,Elderly,34,15,0,0,44.12,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2022,Elderly,99,51,7,0,51.52,7.07,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Argentina,2023,Elderly,15,13,4,0,86.67,26.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2023,Elderly,20,10,0,0,50.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2023,Elderly,20,11,1,0,55.0,5.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2023,Elderly,62,25,0,0,40.32,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Chile,2023,Elderly,19,9,4,0,47.37,21.05,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2023,Elderly,63,50,10,0,79.37,15.87,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2023,Elderly,22,17,0,0,77.27,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2023,Elderly,37,18,5,0,48.65,13.51,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2023,Elderly,24,10,0,0,41.67,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2023,Elderly,16,4,0,0,25.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2023,Elderly,79,36,5,0,45.57,6.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2023,Elderly,72,29,1,0,40.28,1.39,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Greece,2023,Elderly,10,6,0,0,60.0,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2023,Elderly,24,7,0,0,29.17,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2023,Elderly,71,67,21,0,94.37,29.58,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2023,Elderly,12,7,0,0,58.33,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2023,Elderly,53,29,5,0,54.72,9.43,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Japan,2023,Elderly,12,8,1,0,66.67,8.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2023,Elderly,30,14,1,0,46.67,3.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Lithuania,2023,Elderly,17,7,1,0,41.18,5.88,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Malaysia,2023,Elderly,12,7,1,0,58.33,8.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2023,Elderly,29,24,8,0,82.76,27.59,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2023,Elderly,11,5,1,0,45.45,9.09,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,New Zealand,2023,Elderly,15,7,1,0,46.67,6.67,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Philippines,2023,Elderly,10,4,0,0,40.0,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Poland,2023,Elderly,10,6,1,0,60.0,10.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2023,Elderly,31,11,3,0,35.48,9.68,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2023,Elderly,26,12,2,0,46.15,7.69,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,South Africa,2023,Elderly,17,13,0,0,76.47,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2023,Elderly,79,33,4,0,41.77,5.06,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2023,Elderly,19,7,0,0,36.84,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2023,Elderly,38,24,5,0,63.16,13.16,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2023,Elderly,10,7,1,0,70.0,10.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Turkey,2023,Elderly,14,11,5,0,78.57,35.71,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2023,Elderly,40,18,2,0,45.0,5.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2023,Elderly,99,39,4,0,39.39,4.04,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Australia,2024,Elderly,11,2,0,0,18.18,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Belgium,2024,Elderly,28,16,2,0,57.14,7.14,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Brazil,2024,Elderly,40,18,4,0,45.0,10.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Canada,2024,Elderly,67,20,0,0,29.85,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Chile,2024,Elderly,16,8,0,0,50.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2024,Pediatric,14,12,2,0,85.71,14.29,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,China,2024,Elderly,75,59,10,0,78.67,13.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Colombia,2024,Elderly,16,11,0,0,68.75,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Croatia,2024,Elderly,59,30,6,0,50.85,10.17,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Czech Republic,2024,Elderly,13,7,0,0,53.85,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Denmark,2024,Elderly,24,8,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,France,2024,Elderly,54,24,3,0,44.44,5.56,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Germany,2024,Elderly,46,14,0,0,30.43,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Greece,2024,Elderly,15,12,2,0,80.0,13.33,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Hungary,2024,Elderly,33,18,1,0,54.55,3.03,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,India,2024,Elderly,43,38,13,0,88.37,30.23,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Ireland,2024,Elderly,10,4,2,0,40.0,20.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Italy,2024,Elderly,49,27,6,0,55.1,12.24,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Ivory Coast,2024,Elderly,10,10,3,0,100.0,30.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,"Korea, South",2024,Elderly,26,18,2,0,69.23,7.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Lithuania,2024,Elderly,26,7,0,0,26.92,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Malaysia,2024,Elderly,18,10,0,0,55.56,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Mexico,2024,Elderly,26,21,4,0,80.77,15.38,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Netherlands,2024,Elderly,14,4,0,0,28.57,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,New Zealand,2024,Elderly,17,9,0,0,52.94,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Nigeria,2024,Pediatric,12,10,4,0,83.33,33.33,0.0,Lower Middle Income,Magiorakos2012_R+I
Escherichia coli,Portugal,2024,Elderly,41,16,3,0,39.02,7.32,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Romania,2024,Elderly,23,12,0,0,52.17,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,South Africa,2024,Elderly,14,11,0,0,78.57,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Spain,2024,Elderly,55,17,1,0,30.91,1.82,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Sweden,2024,Elderly,19,4,0,0,21.05,0.0,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Switzerland,2024,Elderly,24,9,1,0,37.5,4.17,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Taiwan,2024,Elderly,32,21,3,0,65.62,9.38,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,Thailand,2024,Elderly,15,10,3,0,66.67,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,Turkey,2024,Elderly,17,15,0,0,88.24,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Escherichia coli,United Kingdom,2024,Elderly,64,29,3,0,45.31,4.69,0.0,High Income,Magiorakos2012_R+I
Escherichia coli,United States,2024,Elderly,136,66,7,0,48.53,5.15,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Argentina,2004,Elderly,12,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2004,Elderly,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2004,Elderly,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Singapore,2004,Elderly,14,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2004,Elderly,18,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Switzerland,2004,Elderly,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
